LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
36,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_3 not found, computing it",018720dc,"Partition <*> not found, computing it"
37,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_0 not found, computing it",018720dc,"Partition <*> not found, computing it"
38,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_2 not found, computing it",018720dc,"Partition <*> not found, computing it"
39,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_4 not found, computing it",018720dc,"Partition <*> not found, computing it"
40,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292,a82e4696,Input split: <*>
41,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292,a82e4696,Input split: <*>
42,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292,a82e4696,Input split: <*>
43,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292,a82e4696,Input split: <*>
44,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292,a82e4696,Input split: <*>
45,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 8,3a7ce14f,Started reading broadcast variable <*>
46,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8_piece0 stored as bytes in memory (estimated size 21.4 KB, free 35.4 KB)",d4807489,"Block <*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)"
47,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 8 took 19 ms,55bc7801,Reading broadcast variable <*> took <*> ms
48,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8 stored as values in memory (estimated size 281.6 KB, free 317.0 KB)",b84055b9,"Block <*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)"
49,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id",d4bbafca,"<*> is deprecated. Instead, use <*>"
50,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id",d4bbafca,"<*> is deprecated. Instead, use <*>"
51,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap",d4bbafca,"<*> is deprecated. Instead, use <*>"
52,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.job.id is deprecated. Instead, use mapreduce.job.id",d4bbafca,"<*> is deprecated. Instead, use <*>"
53,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.partition is deprecated. Instead, use mapreduce.task.partition",d4bbafca,"<*> is deprecated. Instead, use <*>"
54,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 0,3a7ce14f,Started reading broadcast variable <*>
55,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_0_piece0 stored as bytes in memory (estimated size 93.0 B, free 317.1 KB)",d4807489,"Block <*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)"
56,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 0 took 21 ms,55bc7801,Reading broadcast variable <*> took <*> ms
57,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_0 stored as values in memory (estimated size 384.0 B, free 317.5 KB)",b84055b9,"Block <*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)"
58,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 4,3a7ce14f,Started reading broadcast variable <*>
59,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4_piece0 stored as bytes in memory (estimated size 95.0 B, free 317.6 KB)",d4807489,"Block <*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)"
60,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 4 took 18 ms,55bc7801,Reading broadcast variable <*> took <*> ms
61,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4 stored as values in memory (estimated size 384.0 B, free 318.0 KB)",b84055b9,"Block <*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)"
62,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 3,3a7ce14f,Started reading broadcast variable <*>
63,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3_piece0 stored as bytes in memory (estimated size 152.0 B, free 318.1 KB)",d4807489,"Block <*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)"
64,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 3 took 17 ms,55bc7801,Reading broadcast variable <*> took <*> ms
65,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3 stored as values in memory (estimated size 384.0 B, free 318.5 KB)",b84055b9,"Block <*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)"
66,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 1,3a7ce14f,Started reading broadcast variable <*>
67,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1_piece0 stored as bytes in memory (estimated size 107.0 B, free 318.6 KB)",d4807489,"Block <*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)"
68,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 1 took 16 ms,55bc7801,Reading broadcast variable <*> took <*> ms
69,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1 stored as values in memory (estimated size 384.0 B, free 319.0 KB)",b84055b9,"Block <*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)"
70,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 2,3a7ce14f,Started reading broadcast variable <*>
71,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2_piece0 stored as bytes in memory (estimated size 93.0 B, free 319.0 KB)",d4807489,"Block <*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)"
72,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 2 took 16 ms,55bc7801,Reading broadcast variable <*> took <*> ms
73,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2 stored as values in memory (estimated size 384.0 B, free 319.4 KB)",b84055b9,"Block <*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)"
74,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1072, boot = 856, init = 210, finish = 6",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
75,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1114, boot = 885, init = 223, finish = 6",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
76,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1074, boot = 869, init = 199, finish = 6",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
77,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1078, boot = 851, init = 219, finish = 8",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
78,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1077, boot = 865, init = 206, finish = 6",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
79,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_2 stored as bytes in memory (estimated size 850.0 B, free 320.3 KB)",d4807489,"Block <*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)"
80,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_3 stored as bytes in memory (estimated size 930.0 B, free 321.2 KB)",d4807489,"Block <*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)"
81,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_1 stored as bytes in memory (estimated size 935.0 B, free 322.1 KB)",d4807489,"Block <*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)"
82,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_0 stored as bytes in memory (estimated size 913.0 B, free 323.0 KB)",d4807489,"Block <*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)"
83,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_4 stored as bytes in memory (estimated size 890.0 B, free 323.8 KB)",d4807489,"Block <*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)"
84,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 38, boot = 11, init = 27, finish = 0",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
85,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 12, init = 30, finish = 0",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
86,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 41, boot = 15, init = 26, finish = 0",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
87,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 40, boot = 7, init = 33, finish = 0",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
88,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 13, init = 28, finish = 1",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
89,17/06/09,20:10:48,INFO,executor.Executor,Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
90,17/06/09,20:10:48,INFO,executor.Executor,Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
91,17/06/09,20:10:48,INFO,executor.Executor,Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
92,17/06/09,20:10:48,INFO,executor.Executor,Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
93,17/06/09,20:10:48,INFO,executor.Executor,Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
94,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 42,9f536426,Got assigned task <*>
95,17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 1.0 (TID 42),195c5354,<*> task <*> in stage <*> (TID <*>
96,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 56,9f536426,Got assigned task <*>
97,17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 1.0 (TID 56),195c5354,<*> task <*> in stage <*> (TID <*>
98,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 69,9f536426,Got assigned task <*>
99,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 10,3a7ce14f,Started reading broadcast variable <*>
100,17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 1.0 (TID 69),195c5354,<*> task <*> in stage <*> (TID <*>
101,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 78,9f536426,Got assigned task <*>
102,17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 1.0 (TID 78),195c5354,<*> task <*> in stage <*> (TID <*>
103,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 79,9f536426,Got assigned task <*>
104,17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 1.0 (TID 79),195c5354,<*> task <*> in stage <*> (TID <*>
105,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10_piece0 stored as bytes in memory (estimated size 5.8 KB, free 329.6 KB)",d4807489,"Block <*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)"
106,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 10 took 17 ms,55bc7801,Reading broadcast variable <*> took <*> ms
107,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10 stored as values in memory (estimated size 9.6 KB, free 339.2 KB)",b84055b9,"Block <*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)"
108,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,a99f19ce,Found block <*> locally
109,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,a99f19ce,Found block <*> locally
110,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,a99f19ce,Found block <*> locally
111,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,a99f19ce,Found block <*> locally
112,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,a99f19ce,Found block <*> locally
113,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4131, init = 4172, finish = 1",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
114,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 41, boot = -4122, init = 4162, finish = 1",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
115,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4121, init = 4162, finish = 1",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
116,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4138, init = 4179, finish = 1",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
117,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4134, init = 4175, finish = 1",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
118,17/06/09,20:10:52,INFO,executor.Executor,Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
119,17/06/09,20:10:52,INFO,executor.Executor,Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
120,17/06/09,20:10:52,INFO,executor.Executor,Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
121,17/06/09,20:10:52,INFO,executor.Executor,Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
122,17/06/09,20:10:52,INFO,executor.Executor,Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
123,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 87,9f536426,Got assigned task <*>
124,17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 2.0 (TID 87),195c5354,<*> task <*> in stage <*> (TID <*>
125,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 101,9f536426,Got assigned task <*>
126,17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 2.0 (TID 101),195c5354,<*> task <*> in stage <*> (TID <*>
127,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 112,9f536426,Got assigned task <*>
128,17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 2.0 (TID 112),195c5354,<*> task <*> in stage <*> (TID <*>
129,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 118,9f536426,Got assigned task <*>
130,17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 2.0 (TID 118),195c5354,<*> task <*> in stage <*> (TID <*>
131,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 11,3a7ce14f,Started reading broadcast variable <*>
132,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 119,9f536426,Got assigned task <*>
133,17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 2.0 (TID 119),195c5354,<*> task <*> in stage <*> (TID <*>
134,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11_piece0 stored as bytes in memory (estimated size 5.4 KB, free 344.7 KB)",d4807489,"Block <*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)"
135,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 11 took 15 ms,55bc7801,Reading broadcast variable <*> took <*> ms
136,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11 stored as values in memory (estimated size 9.2 KB, free 353.9 KB)",b84055b9,"Block <*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)"
137,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,a99f19ce,Found block <*> locally
138,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,a99f19ce,Found block <*> locally
139,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,a99f19ce,Found block <*> locally
140,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,a99f19ce,Found block <*> locally
141,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,a99f19ce,Found block <*> locally
142,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -147, init = 186, finish = 0",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
143,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -147, init = 186, finish = 0",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
144,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 41, boot = -139, init = 179, finish = 1",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
145,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 38, boot = -156, init = 194, finish = 0",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
146,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -159, init = 198, finish = 0",e7dc1836,Times: total = <*> boot = <*> init = <*> finish = <*>
147,17/06/09,20:10:52,INFO,executor.Executor,Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
148,17/06/09,20:10:52,INFO,executor.Executor,Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
149,17/06/09,20:10:52,INFO,executor.Executor,Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
150,17/06/09,20:10:52,INFO,executor.Executor,Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
151,17/06/09,20:10:52,INFO,executor.Executor,Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver,bba4de07,<*> task <*> in stage <*> (TID <*> <*> <*> <*> <*> <*> <*>
152,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 122,9f536426,Got assigned task <*>
153,17/06/09,20:10:53,INFO,executor.Executor,Running task 0.0 in stage 3.0 (TID 122),195c5354,<*> task <*> in stage <*> (TID <*>
154,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 136,9f536426,Got assigned task <*>
155,17/06/09,20:10:53,INFO,executor.Executor,Running task 1.0 in stage 3.0 (TID 136),195c5354,<*> task <*> in stage <*> (TID <*>
156,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 150,9f536426,Got assigned task <*>
157,17/06/09,20:10:53,INFO,executor.Executor,Running task 2.0 in stage 3.0 (TID 150),195c5354,<*> task <*> in stage <*> (TID <*>
158,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 158,9f536426,Got assigned task <*>
159,17/06/09,20:10:53,INFO,executor.Executor,Running task 3.0 in stage 3.0 (TID 158),195c5354,<*> task <*> in stage <*> (TID <*>
160,17/06/09,20:10:53,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 12,3a7ce14f,Started reading broadcast variable <*>
161,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 159,9f536426,Got assigned task <*>
162,17/06/09,20:10:53,INFO,executor.Executor,Running task 4.0 in stage 3.0 (TID 159),195c5354,<*> task <*> in stage <*> (TID <*>
163,17/06/09,20:10:53,INFO,storage.MemoryStore,"Block broadcast_12_piece0 stored as bytes in memory (estimated size 5.6 KB, free 359.4 KB)",d4807489,"Block <*> stored as bytes in memory (estimated size <*> <*>, free <*> <*>)"
164,17/06/09,20:10:53,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 12 took 30 ms,55bc7801,Reading broadcast variable <*> took <*> ms
165,17/06/09,20:10:53,INFO,storage.MemoryStore,"Block broadcast_12 stored as values in memory (estimated size 9.8 KB, free 369.3 KB)",b84055b9,"Block <*> stored as <*> in memory (estimated size <*> <*>, free <*> <*>)"
166,17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_6_4 not found, computing it",018720dc,"Partition <*> not found, computing it"
167,17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_6_3 not found, computing it",018720dc,"Partition <*> not found, computing it"
168,17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_6_0 not found, computing it",018720dc,"Partition <*> not found, computing it"
