LineId,Time,Component,Pid,Content,EventTemplate,EventId
27,20171223-22:15:30:642,Step_StandReportReceiver,30002312,REPORT : 7009 5004 150132 240,* : #spec# * #spec# *,1660b82a
28,20171223-22:15:30:841,Step_LSC,30002312,onStandStepChanged 3583,onStandStepChanged #spec#,ae11f4b4
29,20171223-22:15:30:858,Step_LSC,30002312,onExtend:1514038531000 2 0 4,* : #spec# * #spec# *,1660b82a
30,20171223-22:15:31:142,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7009##548365##8661##12551##27174951,* = *,56950fcb
31,20171223-22:15:31:143,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7011##548365##8661##12646##27175461,* = *,56950fcb
32,20171223-22:15:31:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126861,calculateCaloriesWithCache totalCalories = *,c6827507
33,20171223-22:15:31:160,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
34,20171223-22:15:31:160,Step_StandReportReceiver,30002312,REPORT : 7011 5005 150175 240,* : #spec# * #spec# *,1660b82a
35,20171223-22:15:31:841,Step_LSC,30002312,onStandStepChanged 3584,onStandStepChanged #spec#,ae11f4b4
36,20171223-22:15:31:862,Step_LSC,30002312,onExtend:1514038532000 1 0 4,* : #spec# * #spec# *,1660b82a
37,20171223-22:15:32:145,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7011##548365##8661##12646##27175461,* = *,56950fcb
38,20171223-22:15:32:147,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7012##548365##8661##12741##27176464,* = *,56950fcb
39,20171223-22:15:32:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126882,calculateCaloriesWithCache totalCalories = *,c6827507
40,20171223-22:15:32:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
41,20171223-22:15:32:163,Step_StandReportReceiver,30002312,REPORT : 7012 5006 150197 240,* : #spec# * #spec# *,1660b82a
42,20171223-22:15:32:340,Step_LSC,30002312,onStandStepChanged 3585,onStandStepChanged #spec#,ae11f4b4
43,20171223-22:15:32:354,Step_LSC,30002312,onExtend:1514038533000 1 0 4,* : #spec# * #spec# *,1660b82a
44,20171223-22:15:32:647,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7012##548365##8661##12741##27176464,* = *,56950fcb
45,20171223-22:15:32:648,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7013##548365##8661##12836##27176966,* = *,56950fcb
46,20171223-22:15:32:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126904,calculateCaloriesWithCache totalCalories = *,c6827507
47,20171223-22:15:32:658,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
48,20171223-22:15:32:659,Step_StandReportReceiver,30002312,REPORT : 7013 5007 150218 240,* : #spec# * #spec# *,1660b82a
49,20171223-22:15:32:840,Step_LSC,30002312,onStandStepChanged 3586,onStandStepChanged #spec#,ae11f4b4
50,20171223-22:15:32:846,Step_LSC,30002312,onExtend:1514038533000 1 0 4,* : #spec# * #spec# *,1660b82a
51,20171223-22:15:33:144,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7013##548365##8661##12836##27176966,* = *,56950fcb
52,20171223-22:15:33:144,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7014##548365##8661##12931##27177463,* = *,56950fcb
53,20171223-22:15:33:148,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126925,calculateCaloriesWithCache totalCalories = *,c6827507
54,20171223-22:15:33:149,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
55,20171223-22:15:33:149,Step_StandReportReceiver,30002312,REPORT : 7014 5007 150239 240,* : #spec# * #spec# *,1660b82a
56,20171223-22:15:33:341,Step_LSC,30002312,onStandStepChanged 3587,onStandStepChanged #spec#,ae11f4b4
57,20171223-22:15:33:370,Step_LSC,30002312,onExtend:1514038534000 1 0 4,* : #spec# * #spec# *,1660b82a
58,20171223-22:15:33:643,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7014##548365##8661##12931##27177463,* = *,56950fcb
59,20171223-22:15:33:644,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7015##548365##8661##13026##27177962,* = *,56950fcb
60,20171223-22:15:33:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126947,calculateCaloriesWithCache totalCalories = *,c6827507
61,20171223-22:15:33:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
62,20171223-22:15:33:663,Step_StandReportReceiver,30002312,REPORT : 7015 5008 150261 240,* : #spec# * #spec# *,1660b82a
63,20171223-22:15:34:711,Step_LSC,30002312,onStandStepChanged 3588,onStandStepChanged #spec#,ae11f4b4
64,20171223-22:15:34:723,Step_LSC,30002312,onExtend:1514038535000 1 0 4,* : #spec# * #spec# *,1660b82a
65,20171223-22:15:34:723,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,* * : *,c06a85cc
66,20171223-22:15:34:848,Step_LSC,30002312,onStandStepChanged 3589,onStandStepChanged #spec#,ae11f4b4
67,20171223-22:15:34:851,Step_LSC,30002312,onExtend:1514038535000 1 0 4,* : #spec# * #spec# *,1660b82a
68,20171223-22:15:35:11,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7015##548365##8661##13026##27177962,* = *,56950fcb
69,20171223-22:15:35:12,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13121##27179330,* = *,56950fcb
70,20171223-22:15:35:20,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126989,calculateCaloriesWithCache totalCalories = *,c6827507
71,20171223-22:15:35:22,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
72,20171223-22:15:35:23,Step_ScreenUtil,30002312,isScreenOn true,isScreenOn true,03a21551
73,20171223-22:15:35:23,Step_StandReportReceiver,30002312,"screen status unknown,think screen on","screen status unknown , think screen on",293db1d9
74,20171223-22:15:35:23,Step_StandReportReceiver,30002312,REPORT : 7017 5010 150304 240,* : #spec# * #spec# *,1660b82a
75,20171223-22:15:35:96,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,* * : *,c06a85cc
76,20171223-22:15:35:97,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,* * : *,c06a85cc
77,20171223-22:15:35:97,Step_StandStepCounter,30002312,flush sensor data,flush sensor data,b8f897f8
78,20171223-22:15:35:98,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13121##27179330,* = *,56950fcb
79,20171223-22:15:35:98,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13216##27179417,* = *,56950fcb
80,20171223-22:15:35:98,Step_LSC,30002312,onStandStepChanged 3589,onStandStepChanged #spec#,ae11f4b4
81,20171223-22:15:35:104,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126989,calculateCaloriesWithCache totalCalories = *,c6827507
82,20171223-22:15:35:112,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
83,20171223-22:15:35:112,Step_StandReportReceiver,30002312,REPORT : 7017 5010 150304 240,* : #spec# * #spec# *,1660b82a
84,20171223-22:15:35:198,Step_LSC,30002312,onStandStepChanged 3589,onStandStepChanged #spec#,ae11f4b4
85,20171223-22:15:35:201,Step_LSC,30002312,onExtend:1514038536000 0 0 4,* : #spec# * #spec# *,1660b82a
86,20171223-22:15:35:348,Step_LSC,30002312,onStandStepChanged 3590,onStandStepChanged #spec#,ae11f4b4
87,20171223-22:15:35:352,Step_LSC,30002312,onExtend:1514038536000 1 0 4,* : #spec# * #spec# *,1660b82a
88,20171223-22:15:35:413,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13216##27179417,* = *,56950fcb
89,20171223-22:15:35:413,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7018##548365##8661##13311##27179732,* = *,56950fcb
90,20171223-22:15:35:418,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127011,calculateCaloriesWithCache totalCalories = *,c6827507
91,20171223-22:15:35:421,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
92,20171223-22:15:35:421,Step_StandReportReceiver,30002312,REPORT : 7018 5010 150325 240,* : #spec# * #spec# *,1660b82a
93,20171223-22:15:35:848,Step_LSC,30002312,onStandStepChanged 3591,onStandStepChanged #spec#,ae11f4b4
94,20171223-22:15:35:852,Step_LSC,30002312,onExtend:1514038536000 1 0 4,* : #spec# * #spec# *,1660b82a
95,20171223-22:15:36:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7018##548365##8661##13311##27179732,* = *,56950fcb
96,20171223-22:15:36:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7019##548365##8661##13406##27180468,* = *,56950fcb
97,20171223-22:15:36:154,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127032,calculateCaloriesWithCache totalCalories = *,c6827507
98,20171223-22:15:36:157,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
99,20171223-22:15:36:157,Step_StandReportReceiver,30002312,REPORT : 7019 5011 150346 240,* : #spec# * #spec# *,1660b82a
100,20171223-22:15:36:356,Step_LSC,30002312,onStandStepChanged 3592,onStandStepChanged #spec#,ae11f4b4
101,20171223-22:15:36:365,Step_LSC,30002312,onExtend:1514038537000 1 0 4,* : #spec# * #spec# *,1660b82a
102,20171223-22:15:36:657,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7019##548365##8661##13406##27180468,* = *,56950fcb
103,20171223-22:15:36:657,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7020##548365##8661##13501##27180976,* = *,56950fcb
104,20171223-22:15:36:668,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127054,calculateCaloriesWithCache totalCalories = *,c6827507
105,20171223-22:15:36:672,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
106,20171223-22:15:36:673,Step_StandReportReceiver,30002312,REPORT : 7020 5012 150368 240,* : #spec# * #spec# *,1660b82a
107,20171223-22:15:37:351,Step_LSC,30002312,onStandStepChanged 3593,onStandStepChanged #spec#,ae11f4b4
108,20171223-22:15:37:361,Step_LSC,30002312,onExtend:1514038538000 1 0 4,* : #spec# * #spec# *,1660b82a
109,20171223-22:15:37:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7020##548365##8661##13501##27180976,* = *,56950fcb
110,20171223-22:15:37:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7021##548365##8661##13596##27181971,* = *,56950fcb
111,20171223-22:15:37:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127075,calculateCaloriesWithCache totalCalories = *,c6827507
112,20171223-22:15:37:670,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
113,20171223-22:15:37:671,Step_StandReportReceiver,30002312,REPORT : 7021 5012 150389 240,* : #spec# * #spec# *,1660b82a
114,20171223-22:15:37:848,Step_LSC,30002312,onStandStepChanged 3594,onStandStepChanged #spec#,ae11f4b4
115,20171223-22:15:37:858,Step_LSC,30002312,onExtend:1514038538000 1 0 4,* : #spec# * #spec# *,1660b82a
116,20171223-22:15:38:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7021##548365##8661##13596##27181971,* = *,56950fcb
117,20171223-22:15:38:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468,* = *,56950fcb
118,20171223-22:15:38:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127097,calculateCaloriesWithCache totalCalories = *,c6827507
119,20171223-22:15:38:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
120,20171223-22:15:38:164,Step_StandReportReceiver,30002312,REPORT : 7022 5013 150411 240,* : #spec# * #spec# *,1660b82a
121,20171223-22:15:38:349,Step_LSC,30002312,onStandStepChanged 3595,onStandStepChanged #spec#,ae11f4b4
122,20171223-22:15:38:361,Step_LSC,30002312,onExtend:1514038539000 1 0 4,* : #spec# * #spec# *,1660b82a
123,20171223-22:15:38:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7022##548365##8661##13691##27182468,* = *,56950fcb
124,20171223-22:15:38:654,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973,* = *,56950fcb
125,20171223-22:15:38:665,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127118,calculateCaloriesWithCache totalCalories = *,c6827507
126,20171223-22:15:38:669,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
127,20171223-22:15:38:669,Step_StandReportReceiver,30002312,REPORT : 7023 5014 150432 240,* : #spec# * #spec# *,1660b82a
128,20171223-22:15:38:850,Step_LSC,30002312,onStandStepChanged 3596,onStandStepChanged #spec#,ae11f4b4
129,20171223-22:15:38:868,Step_LSC,30002312,onExtend:1514038539000 1 0 4,* : #spec# * #spec# *,1660b82a
130,20171223-22:15:39:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7023##548365##8661##13786##27182973,* = *,56950fcb
131,20171223-22:15:39:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469,* = *,56950fcb
132,20171223-22:15:39:155,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127139,calculateCaloriesWithCache totalCalories = *,c6827507
133,20171223-22:15:39:156,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
134,20171223-22:15:39:156,Step_StandReportReceiver,30002312,REPORT : 7024 5015 150454 240,* : #spec# * #spec# *,1660b82a
135,20171223-22:15:39:348,Step_LSC,30002312,onStandStepChanged 3597,onStandStepChanged #spec#,ae11f4b4
136,20171223-22:15:39:354,Step_LSC,30002312,onExtend:1514038540000 1 0 4,* : #spec# * #spec# *,1660b82a
137,20171223-22:15:39:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7024##548365##8661##13881##27183469,* = *,56950fcb
138,20171223-22:15:39:656,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974,* = *,56950fcb
139,20171223-22:15:39:665,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127161,calculateCaloriesWithCache totalCalories = *,c6827507
140,20171223-22:15:39:669,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
141,20171223-22:15:39:669,Step_StandReportReceiver,30002312,REPORT : 7025 5015 150475 240,* : #spec# * #spec# *,1660b82a
142,20171223-22:15:40:349,Step_LSC,30002312,onStandStepChanged 3598,onStandStepChanged #spec#,ae11f4b4
143,20171223-22:15:40:365,Step_LSC,30002312,onExtend:1514038541000 1 0 4,* : #spec# * #spec# *,1660b82a
144,20171223-22:15:40:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7025##548365##8661##13976##27183974,* = *,56950fcb
145,20171223-22:15:40:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972,* = *,56950fcb
146,20171223-22:15:40:668,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127182,calculateCaloriesWithCache totalCalories = *,c6827507
147,20171223-22:15:40:675,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
148,20171223-22:15:40:676,Step_StandReportReceiver,30002312,REPORT : 7026 5016 150496 240,* : #spec# * #spec# *,1660b82a
149,20171223-22:15:40:848,Step_LSC,30002312,onStandStepChanged 3599,onStandStepChanged #spec#,ae11f4b4
150,20171223-22:15:40:852,Step_LSC,30002312,onExtend:1514038541000 1 0 4,* : #spec# * #spec# *,1660b82a
151,20171223-22:15:41:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7026##548365##8661##14071##27184972,* = *,56950fcb
152,20171223-22:15:41:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467,* = *,56950fcb
153,20171223-22:15:41:152,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127204,calculateCaloriesWithCache totalCalories = *,c6827507
154,20171223-22:15:41:153,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
155,20171223-22:15:41:153,Step_StandReportReceiver,30002312,REPORT : 7027 5017 150518 240,* : #spec# * #spec# *,1660b82a
156,20171223-22:15:41:353,Step_LSC,30002312,onStandStepChanged 3600,onStandStepChanged #spec#,ae11f4b4
157,20171223-22:15:41:358,Step_LSC,30002312,onExtend:1514038542000 1 0 4,* : #spec# * #spec# *,1660b82a
158,20171223-22:15:41:658,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7027##548365##8661##14166##27185467,* = *,56950fcb
159,20171223-22:15:41:658,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7028##548365##8661##14261##27185977,* = *,56950fcb
160,20171223-22:15:41:667,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127225,calculateCaloriesWithCache totalCalories = *,c6827507
161,20171223-22:15:41:670,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
162,20171223-22:15:41:672,Step_StandReportReceiver,30002312,REPORT : 7028 5017 150539 240,* : #spec# * #spec# *,1660b82a
163,20171223-22:15:41:848,Step_LSC,30002312,onStandStepChanged 3601,onStandStepChanged #spec#,ae11f4b4
164,20171223-22:15:41:856,Step_LSC,30002312,onExtend:1514038542000 1 0 4,* : #spec# * #spec# *,1660b82a
165,20171223-22:15:42:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7028##548365##8661##14261##27185977,* = *,56950fcb
166,20171223-22:15:42:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7029##548365##8661##14356##27186469,* = *,56950fcb
167,20171223-22:15:42:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127246,calculateCaloriesWithCache totalCalories = *,c6827507
168,20171223-22:15:42:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
169,20171223-22:15:42:165,Step_StandReportReceiver,30002312,REPORT : 7029 5018 150561 240,* : #spec# * #spec# *,1660b82a
170,20171223-22:15:42:848,Step_LSC,30002312,onStandStepChanged 3602,onStandStepChanged #spec#,ae11f4b4
171,20171223-22:15:42:852,Step_LSC,30002312,onExtend:1514038543000 1 0 4,* : #spec# * #spec# *,1660b82a
172,20171223-22:15:43:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7029##548365##8661##14356##27186469,* = *,56950fcb
173,20171223-22:15:43:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7030##548365##8661##14451##27187468,* = *,56950fcb
174,20171223-22:15:43:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127268,calculateCaloriesWithCache totalCalories = *,c6827507
175,20171223-22:15:43:163,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
176,20171223-22:15:43:164,Step_StandReportReceiver,30002312,REPORT : 7030 5019 150582 240,* : #spec# * #spec# *,1660b82a
177,20171223-22:15:43:348,Step_LSC,30002312,onStandStepChanged 3603,onStandStepChanged #spec#,ae11f4b4
178,20171223-22:15:43:354,Step_LSC,30002312,onExtend:1514038544000 1 0 4,* : #spec# * #spec# *,1660b82a
179,20171223-22:15:43:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7030##548365##8661##14451##27187468,* = *,56950fcb
180,20171223-22:15:43:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7031##548365##8661##14546##27187968,* = *,56950fcb
181,20171223-22:15:43:677,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127289,calculateCaloriesWithCache totalCalories = *,c6827507
182,20171223-22:15:43:679,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
183,20171223-22:15:43:679,Step_StandReportReceiver,30002312,REPORT : 7031 5020 150604 240,* : #spec# * #spec# *,1660b82a
184,20171223-22:15:43:850,Step_LSC,30002312,onStandStepChanged 3604,onStandStepChanged #spec#,ae11f4b4
185,20171223-22:15:43:861,Step_LSC,30002312,onExtend:1514038544000 1 0 4,* : #spec# * #spec# *,1660b82a
186,20171223-22:15:44:152,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7031##548365##8661##14546##27187968,* = *,56950fcb
187,20171223-22:15:44:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7032##548365##8661##14641##27188471,* = *,56950fcb
188,20171223-22:15:44:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127311,calculateCaloriesWithCache totalCalories = *,c6827507
189,20171223-22:15:44:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
190,20171223-22:15:44:170,Step_StandReportReceiver,30002312,REPORT : 7032 5020 150625 240,* : #spec# * #spec# *,1660b82a
191,20171223-22:15:44:849,Step_LSC,30002312,onStandStepChanged 3605,onStandStepChanged #spec#,ae11f4b4
192,20171223-22:15:44:863,Step_LSC,30002312,onExtend:1514038545000 1 0 4,* : #spec# * #spec# *,1660b82a
193,20171223-22:15:45:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7032##548365##8661##14641##27188471,* = *,56950fcb
194,20171223-22:15:45:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7033##548365##8661##14736##27189469,* = *,56950fcb
195,20171223-22:15:45:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127332,calculateCaloriesWithCache totalCalories = *,c6827507
196,20171223-22:15:45:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
197,20171223-22:15:45:164,Step_StandReportReceiver,30002312,REPORT : 7033 5021 150646 240,* : #spec# * #spec# *,1660b82a
198,20171223-22:15:45:348,Step_LSC,30002312,onStandStepChanged 3606,onStandStepChanged #spec#,ae11f4b4
199,20171223-22:15:45:361,Step_LSC,30002312,onExtend:1514038546000 1 0 4,* : #spec# * #spec# *,1660b82a
200,20171223-22:15:45:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7033##548365##8661##14736##27189469,* = *,56950fcb
201,20171223-22:15:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7034##548365##8661##14831##27189969,* = *,56950fcb
202,20171223-22:15:45:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127354,calculateCaloriesWithCache totalCalories = *,c6827507
203,20171223-22:15:45:658,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
204,20171223-22:15:45:659,Step_StandReportReceiver,30002312,REPORT : 7034 5022 150668 240,* : #spec# * #spec# *,1660b82a
