LineId,Date,Time,Level,Component,Content,EventTemplate,EventId
61,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4 stored as values in memory (estimated size 384.0 B, free 318.0 KB)","Block broadcast_4 stored as values in memory ( estimated size 384.0 #spec# , free 318.0 #spec# )",1658ac5b
62,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 3,Started reading broadcast variable #spec#,5f76785d
63,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3_piece0 stored as bytes in memory (estimated size 152.0 B, free 318.1 KB)","Block broadcast_3_piece0 stored as bytes in memory ( estimated size 152.0 #spec# , free 318.1 #spec# )",bd9f76d4
64,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 3 took 17 ms,Reading broadcast variable #spec# took #spec# ms,7e3fe3c5
65,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3 stored as values in memory (estimated size 384.0 B, free 318.5 KB)","Block broadcast_3 stored as values in memory ( estimated size 384.0 #spec# , free 318.5 #spec# )",9c02b738
66,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 1,Started reading broadcast variable #spec#,5f76785d
67,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1_piece0 stored as bytes in memory (estimated size 107.0 B, free 318.6 KB)","Block broadcast_1_piece0 stored as bytes in memory ( estimated size 107.0 #spec# , free 318.6 #spec# )",5e565fe2
68,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 1 took 16 ms,Reading broadcast variable #spec# took #spec# ms,7e3fe3c5
69,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1 stored as values in memory (estimated size 384.0 B, free 319.0 KB)","Block broadcast_1 stored as values in memory ( estimated size 384.0 #spec# , free 319.0 #spec# )",a330356f
70,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 2,Started reading broadcast variable #spec#,5f76785d
71,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2_piece0 stored as bytes in memory (estimated size 93.0 B, free 319.0 KB)","Block broadcast_2_piece0 stored as bytes in memory ( estimated size 93.0 #spec# , free 319.0 #spec# )",bd0b7393
72,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 2 took 16 ms,Reading broadcast variable #spec# took #spec# ms,7e3fe3c5
73,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2 stored as values in memory (estimated size 384.0 B, free 319.4 KB)","Block broadcast_2 stored as values in memory ( estimated size 384.0 #spec# , free 319.4 #spec# )",bfb05863
74,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1072, boot = 856, init = 210, finish = 6","Times : total = 1072 , boot = 856 , init = 210 , finish = #spec#",d85ca0b7
75,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1114, boot = 885, init = 223, finish = 6","Times : total = 1114 , boot = 885 , init = 223 , finish = #spec#",13c1de00
76,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1074, boot = 869, init = 199, finish = 6","Times : total = 1074 , boot = 869 , init = 199 , finish = #spec#",61009e8b
77,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1078, boot = 851, init = 219, finish = 8","Times : total = 1078 , boot = 851 , init = 219 , finish = #spec#",073122be
78,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1077, boot = 865, init = 206, finish = 6","Times : total = 1077 , boot = 865 , init = 206 , finish = #spec#",edbd5db4
79,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_2 stored as bytes in memory (estimated size 850.0 B, free 320.3 KB)","Block rdd_2_2 stored as bytes in memory ( estimated size 850.0 #spec# , free 320.3 #spec# )",5aafe6bc
80,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_3 stored as bytes in memory (estimated size 930.0 B, free 321.2 KB)","Block rdd_2_3 stored as bytes in memory ( estimated size 930.0 #spec# , free 321.2 #spec# )",d5a28600
81,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_1 stored as bytes in memory (estimated size 935.0 B, free 322.1 KB)","Block rdd_2_1 stored as bytes in memory ( estimated size 935.0 #spec# , free 322.1 #spec# )",8fbc19c5
82,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_0 stored as bytes in memory (estimated size 913.0 B, free 323.0 KB)","Block rdd_2_0 stored as bytes in memory ( estimated size 913.0 #spec# , free 323.0 #spec# )",637f1489
83,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_4 stored as bytes in memory (estimated size 890.0 B, free 323.8 KB)","Block rdd_2_4 stored as bytes in memory ( estimated size 890.0 #spec# , free 323.8 #spec# )",edd8f237
84,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 38, boot = 11, init = 27, finish = 0","Times : total = 38 , boot = 11 , init = 27 , finish = #spec#",e419963f
85,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 12, init = 30, finish = 0","Times : total = 42 , boot = 12 , init = 30 , finish = #spec#",4af563b3
86,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 41, boot = 15, init = 26, finish = 0","Times : total = 41 , boot = 15 , init = 26 , finish = #spec#",31f59419
87,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 40, boot = 7, init = 33, finish = 0","Times : total = 40 , boot = 7 , init = 33 , finish = #spec#",d2133af6
88,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 13, init = 28, finish = 1","Times : total = 42 , boot = 13 , init = 28 , finish = #spec#",81aa7f60
89,17/06/09,20:10:48,INFO,executor.Executor,Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver,Finished task 3.0 in stage 0.0 ( TID 3 ) . #spec# bytes result sent to driver,81115e84
90,17/06/09,20:10:48,INFO,executor.Executor,Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver,Finished task 1.0 in stage 0.0 ( TID 1 ) . #spec# bytes result sent to driver,c0abf48c
91,17/06/09,20:10:48,INFO,executor.Executor,Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver,Finished task 2.0 in stage 0.0 ( TID 2 ) . #spec# bytes result sent to driver,43b892e1
92,17/06/09,20:10:48,INFO,executor.Executor,Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,Finished task 4.0 in stage 0.0 ( TID 4 ) . #spec# bytes result sent to driver,c389e8ec
93,17/06/09,20:10:48,INFO,executor.Executor,Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver,Finished task 0.0 in stage 0.0 ( TID 0 ) . #spec# bytes result sent to driver,f4053d23
94,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 42,Got assigned task #spec#,c66df153
95,17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 1.0 (TID 42),Running task 0.0 in stage 1.0 ( TID 42 ),60e59656
96,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 56,Got assigned task #spec#,c66df153
97,17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 1.0 (TID 56),Running task 1.0 in stage 1.0 ( TID 56 ),77633a78
98,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 69,Got assigned task #spec#,c66df153
99,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 10,Started reading broadcast variable #spec#,5f76785d
100,17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 1.0 (TID 69),Running task 2.0 in stage * ( TID * ),20c9aa14
101,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 78,Got assigned task #spec#,c66df153
102,17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 1.0 (TID 78),Running task 3.0 in stage * ( TID * ),d01c727f
103,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 79,Got assigned task #spec#,c66df153
104,17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 1.0 (TID 79),Running task 4.0 in stage 1.0 ( TID 79 ),6b050545
105,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10_piece0 stored as bytes in memory (estimated size 5.8 KB, free 329.6 KB)","Block broadcast_10_piece0 stored as bytes in memory ( estimated size 5.8 #spec# , free 329.6 #spec# )",17aaf681
106,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 10 took 17 ms,Reading broadcast variable #spec# took #spec# ms,7e3fe3c5
107,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10 stored as values in memory (estimated size 9.6 KB, free 339.2 KB)","Block broadcast_10 stored as values in memory ( estimated size 9.6 #spec# , free 339.2 #spec# )",9e03ad0a
108,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,Found block * locally,2dee596b
109,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,Found block * locally,2dee596b
110,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,Found block * locally,2dee596b
111,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,Found block * locally,2dee596b
112,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,Found block * locally,2dee596b
113,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4131, init = 4172, finish = 1","Times : total = 42 , boot = -4131 , init = 4172 , finish = #spec#",5614ec5a
114,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 41, boot = -4122, init = 4162, finish = 1","Times : total = 41 , boot = -4122 , init = 4162 , finish = #spec#",c39ca455
115,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4121, init = 4162, finish = 1","Times : total = 42 , boot = -4121 , init = 4162 , finish = #spec#",c5e8e024
116,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4138, init = 4179, finish = 1","Times : total = 42 , boot = -4138 , init = 4179 , finish = #spec#",9ef1577c
117,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4134, init = 4175, finish = 1","Times : total = 42 , boot = -4134 , init = 4175 , finish = #spec#",dcd9cc98
118,17/06/09,20:10:52,INFO,executor.Executor,Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,Finished task 4.0 in stage 1.0 ( TID 79 ) . #spec# bytes result sent to driver,3a479c21
119,17/06/09,20:10:52,INFO,executor.Executor,Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,Finished task 1.0 in stage 1.0 ( TID 56 ) . #spec# bytes result sent to driver,ae83afec
120,17/06/09,20:10:52,INFO,executor.Executor,Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,Finished task 0.0 in stage 1.0 ( TID 42 ) . #spec# bytes result sent to driver,4d791c80
121,17/06/09,20:10:52,INFO,executor.Executor,Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,Finished task 3.0 in stage 1.0 ( TID 78 ) . #spec# bytes result sent to driver,afeb0f0a
122,17/06/09,20:10:52,INFO,executor.Executor,Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver,Finished task 2.0 in stage 1.0 ( TID 69 ) . #spec# bytes result sent to driver,0c0505f9
123,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 87,Got assigned task #spec#,c66df153
124,17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 2.0 (TID 87),Running task 0.0 in stage 2.0 ( TID 87 ),08f7a22d
125,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 101,Got assigned task #spec#,c66df153
126,17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 2.0 (TID 101),Running task 1.0 in stage 2.0 ( TID 101 ),5438fe02
127,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 112,Got assigned task #spec#,c66df153
128,17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 2.0 (TID 112),Running task 2.0 in stage * ( TID * ),20c9aa14
129,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 118,Got assigned task #spec#,c66df153
130,17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 2.0 (TID 118),Running task 3.0 in stage * ( TID * ),d01c727f
131,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 11,Started reading broadcast variable #spec#,5f76785d
132,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 119,Got assigned task #spec#,c66df153
133,17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 2.0 (TID 119),Running task 4.0 in stage 2.0 ( TID 119 ),dfa9007a
134,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11_piece0 stored as bytes in memory (estimated size 5.4 KB, free 344.7 KB)","Block broadcast_11_piece0 stored as bytes in memory ( estimated size 5.4 #spec# , free 344.7 #spec# )",592a3338
135,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 11 took 15 ms,Reading broadcast variable #spec# took #spec# ms,7e3fe3c5
136,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11 stored as values in memory (estimated size 9.2 KB, free 353.9 KB)","Block broadcast_11 stored as values in memory ( estimated size 9.2 #spec# , free 353.9 #spec# )",a9c2170b
137,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,Found block * locally,2dee596b
138,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,Found block * locally,2dee596b
139,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,Found block * locally,2dee596b
140,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,Found block * locally,2dee596b
141,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,Found block * locally,2dee596b
142,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -147, init = 186, finish = 0","Times : total = 39 , boot = -147 , init = 186 , finish = #spec#",71d88cc7
143,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -147, init = 186, finish = 0","Times : total = 39 , boot = -147 , init = 186 , finish = #spec#",71d88cc7
144,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 41, boot = -139, init = 179, finish = 1","Times : total = 41 , boot = -139 , init = 179 , finish = #spec#",91da5ac5
145,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 38, boot = -156, init = 194, finish = 0","Times : total = 38 , boot = -156 , init = 194 , finish = #spec#",6ce305d2
146,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -159, init = 198, finish = 0","Times : total = 39 , boot = -159 , init = 198 , finish = #spec#",a3b514bc
147,17/06/09,20:10:52,INFO,executor.Executor,Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver,Finished task 4.0 in stage 2.0 ( TID 119 ) . #spec# bytes result sent to driver,836c6687
148,17/06/09,20:10:52,INFO,executor.Executor,Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver,Finished task 2.0 in stage 2.0 ( TID 112 ) . #spec# bytes result sent to driver,11aeb435
149,17/06/09,20:10:52,INFO,executor.Executor,Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver,Finished task 3.0 in stage 2.0 ( TID 118 ) . #spec# bytes result sent to driver,8aabba4c
150,17/06/09,20:10:52,INFO,executor.Executor,Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver,Finished task 1.0 in stage 2.0 ( TID 101 ) . #spec# bytes result sent to driver,2792f93b
151,17/06/09,20:10:52,INFO,executor.Executor,Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver,Finished task 0.0 in stage 2.0 ( TID 87 ) . #spec# bytes result sent to driver,63571495
152,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 122,Got assigned task #spec#,c66df153
153,17/06/09,20:10:53,INFO,executor.Executor,Running task 0.0 in stage 3.0 (TID 122),Running task 0.0 in stage 3.0 ( TID 122 ),f93d965e
154,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 136,Got assigned task #spec#,c66df153
155,17/06/09,20:10:53,INFO,executor.Executor,Running task 1.0 in stage 3.0 (TID 136),Running task 1.0 in stage 3.0 ( TID 136 ),22e40a08
156,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 150,Got assigned task #spec#,c66df153
157,17/06/09,20:10:53,INFO,executor.Executor,Running task 2.0 in stage 3.0 (TID 150),Running task 2.0 in stage * ( TID * ),20c9aa14
158,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 158,Got assigned task #spec#,c66df153
159,17/06/09,20:10:53,INFO,executor.Executor,Running task 3.0 in stage 3.0 (TID 158),Running task 3.0 in stage * ( TID * ),d01c727f
160,17/06/09,20:10:53,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 12,Started reading broadcast variable #spec#,5f76785d
161,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 159,Got assigned task #spec#,c66df153
162,17/06/09,20:10:53,INFO,executor.Executor,Running task 4.0 in stage 3.0 (TID 159),Running task 4.0 in stage 3.0 ( TID 159 ),b6c9e673
