LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate
57,081109,212220,1946,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-774267833966018354 src: /10.251.38.53:51057 dest: /10.251.38.53:50010,df3c4c5a,Receiving block blk_-774267833966018354 src: /10.251.38.53:51057 dest: /10.251.38.53:50010
58,081109,212245,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131775,78fa04e9,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131775
59,081109,212317,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343691,2c445c1e,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343691
60,081109,212338,2007,INFO,dfs.DataNode$PacketResponder,Received block blk_-518701095493827363 of size 67108864 from /10.251.214.67,2c4048d1,Received block blk_-518701095493827363 of size 67108864 from /10.251.214.67
61,081109,212403,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-2530087534157630851 size 67108864,63eb74df,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to <*> size 67108864
62,081109,212440,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_427714267500527780 size 67108864,0bddcbf2,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_427714267500527780 size 67108864
63,081109,212703,2053,INFO,dfs.DataNode$PacketResponder,Received block blk_-967145856473901804 of size 67108864 from /10.250.6.191,7834d793,Received block blk_-967145856473901804 of size 67108864 from /10.250.6.191
64,081109,212904,2174,INFO,dfs.DataNode$PacketResponder,Received block blk_8408125361497769001 of size 67108864 from /10.251.70.211,0b77f212,Received block blk_8408125361497769001 of size 67108864 from /10.251.70.211
65,081109,212931,2211,INFO,dfs.DataNode$PacketResponder,Received block blk_-1614641487214609125 of size 67108864 from /10.251.193.175,62564f42,Received block blk_-1614641487214609125 of size 67108864 from /10.251.193.175
66,081109,213009,2207,INFO,dfs.DataNode$PacketResponder,Received block blk_7577595658377008671 of size 67108864 from /10.251.71.97,656762ac,Received block blk_7577595658377008671 of size 67108864 from /10.251.71.97
67,081109,213028,2206,INFO,dfs.DataNode$PacketResponder,Received block blk_3777400576053320362 of size 67108864 from /10.251.31.5,e770a0c1,Received block blk_3777400576053320362 of size 67108864 from /10.251.31.5
68,081109,213217,2267,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-5852844080027817147 terminating,30d7639d,PacketResponder 0 for block blk_-5852844080027817147 terminating
69,081109,213353,2313,INFO,dfs.DataNode$PacketResponder,Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228,6a073f50,Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228
70,081109,213436,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-2827716238972737794,48687bdd,Verification succeeded for blk_-2827716238972737794
71,081109,213506,2421,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3509323198988774369 src: /10.250.6.214:52922 dest: /10.250.6.214:50010,cde69432,Receiving block blk_-3509323198988774369 src: /10.250.6.214:52922 dest: /10.250.6.214:50010
72,081109,213510,2384,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_9093049293972551787 terminating,c5fe5250,PacketResponder 0 for block blk_9093049293972551787 terminating
73,081109,213837,19,INFO,dfs.FSDataset,Deleting block blk_1781953582842324563 file /mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563,291c9759,Deleting block blk_1781953582842324563 file /mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563
74,081109,213847,2552,INFO,dfs.DataNode$DataXceiver,10.251.194.213:50010 Served block blk_-7724713468912166542 to /10.251.203.80,bb51846c,10.251.194.213:50010 Served block blk_-7724713468912166542 to /10.251.203.80
75,081109,213907,2497,INFO,dfs.DataNode$DataXceiver,10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229,78b275da,10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229
76,081109,213908,2549,INFO,dfs.DataNode$DataXceiver,10.251.39.192:50010 Served block blk_-5341992729755584578 to /10.251.39.192,2f324635,10.251.39.192:50010 Served block blk_-5341992729755584578 to /10.251.39.192
77,081109,214009,2594,INFO,dfs.DataNode$DataXceiver,10.250.5.237:50010 Served block blk_3166960787499091856 to /10.251.43.147,36201061,10.250.5.237:50010 Served block blk_3166960787499091856 to /10.251.43.147
78,081109,214043,2561,WARN,dfs.DataNode$DataXceiver,10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:,a7e90142,10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:
79,081109,214402,2677,WARN,dfs.DataNode$DataXceiver,10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:,ede1fced,10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:
80,081109,214524,2633,INFO,dfs.DataNode$DataXceiver,10.251.71.68:50010 Served block blk_-2794533871450434534 to /10.251.199.150,cfeedfb3,10.251.71.68:50010 Served block blk_-2794533871450434534 to /10.251.199.150
81,081109,214529,2747,WARN,dfs.DataNode$DataXceiver,10.251.123.132:50010:Got exception while serving blk_3763728533434719668 to /10.251.38.214:,f59c4e58,10.251.123.132:50010:Got exception while serving blk_3763728533434719668 to /10.251.38.214:
82,081109,214910,2848,WARN,dfs.DataNode$DataXceiver,10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:,1f276684,10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:
83,081109,214919,2899,INFO,dfs.DataNode$DataXceiver,10.251.214.32:50010 Served block blk_-6520030462660619051 to /10.251.215.70,cc780b9a,10.251.214.32:50010 Served block blk_-6520030462660619051 to /10.251.215.70
84,081109,215136,2868,WARN,dfs.DataNode$DataXceiver,10.251.199.19:50010:Got exception while serving blk_8466246428293623262 to /10.251.106.37:,1a44eb4b,10.251.199.19:50010:Got exception while serving blk_8466246428293623262 to /10.251.106.37:
85,081109,215259,2934,WARN,dfs.DataNode$DataXceiver,10.250.9.207:50010:Got exception while serving blk_-3140754468249228022 to /10.250.9.207:,2f544c76,10.250.9.207:50010:Got exception while serving blk_-3140754468249228022 to /10.250.9.207:
86,081109,215702,3022,WARN,dfs.DataNode$DataXceiver,10.251.202.134:50010:Got exception while serving blk_3441699978641526775 to /10.251.126.5:,c1ebf028,10.251.202.134:50010:Got exception while serving blk_3441699978641526775 to /10.251.126.5:
87,081109,215734,3055,INFO,dfs.DataNode$DataXceiver,10.250.6.214:50010 Served block blk_5739119717322549945 to /10.251.43.115,32fa195c,10.250.6.214:50010 Served block blk_5739119717322549945 to /10.251.43.115
88,081109,220032,3137,WARN,dfs.DataNode$DataXceiver,10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:,f90f8bef,10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:
89,081109,220403,3148,WARN,dfs.DataNode$DataXceiver,10.251.107.227:50010:Got exception while serving blk_-6290631608800952376 to /10.251.109.209:,22e092a8,10.251.107.227:50010:Got exception while serving blk_-6290631608800952376 to /10.251.109.209:
90,081109,220528,3174,INFO,dfs.DataNode$DataXceiver,10.251.203.166:50010 Served block blk_8787656642683881295 to /10.251.107.98,33480758,10.251.203.166:50010 Served block blk_8787656642683881295 to /10.251.107.98
91,081109,221105,3338,WARN,dfs.DataNode$DataXceiver,10.251.90.64:50010:Got exception while serving blk_-4841792440390267307 to /10.251.90.239:,fdba9105,10.251.90.64:50010:Got exception while serving blk_-4841792440390267307 to /10.251.90.239:
92,081109,221151,3361,WARN,dfs.DataNode$DataXceiver,10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:,160daf55,10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:
93,081109,222040,3463,WARN,dfs.DataNode$DataXceiver,10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:,3fa5a9cd,10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:
94,081109,222041,3390,WARN,dfs.DataNode$DataXceiver,10.251.67.113:50010:Got exception while serving blk_-62891505109755100 to /10.250.7.96:,edabec3f,10.251.67.113:50010:Got exception while serving blk_-62891505109755100 to /10.250.7.96:
95,081109,222342,3462,WARN,dfs.DataNode$DataXceiver,10.251.74.79:50010:Got exception while serving blk_2244903517044280975 to /10.251.74.134:,054ea65b,10.251.74.79:50010:Got exception while serving blk_2244903517044280975 to /10.251.74.134:
96,081109,222650,3459,WARN,dfs.DataNode$DataXceiver,10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112:,aba15e5c,10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112:
97,081109,223211,3544,INFO,dfs.DataNode$DataXceiver,10.251.111.80:50010 Served block blk_6296828743242110158 to /10.251.42.246,8811b61b,10.251.111.80:50010 Served block blk_6296828743242110158 to /10.251.42.246
98,081109,223910,3540,WARN,dfs.DataNode$DataXceiver,10.251.43.210:50010:Got exception while serving blk_2969087638814291714 to /10.251.199.86:,a01884f4,10.251.43.210:50010:Got exception while serving blk_2969087638814291714 to /10.251.199.86:
99,081109,224054,3560,WARN,dfs.DataNode$DataXceiver,10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:,5dd8d8a6,10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:
100,081109,224234,3638,WARN,dfs.DataNode$DataXceiver,10.251.73.220:50010:Got exception while serving blk_4934527196392001803 to /10.251.203.246:,47f08690,10.251.73.220:50010:Got exception while serving blk_4934527196392001803 to /10.251.203.246:
101,081109,224420,3666,WARN,dfs.DataNode$DataXceiver,10.251.73.188:50010:Got exception while serving blk_7517964792804498202 to /10.250.6.191:,cd09898b,10.251.73.188:50010:Got exception while serving blk_7517964792804498202 to /10.250.6.191:
102,081109,224741,3699,WARN,dfs.DataNode$DataXceiver,10.251.35.1:50010:Got exception while serving blk_7940316270494947483 to /10.251.122.38:,19a34380,10.251.35.1:50010:Got exception while serving blk_7940316270494947483 to /10.251.122.38:
103,081109,230110,3647,WARN,dfs.DataNode$DataXceiver,10.251.90.134:50010:Got exception while serving blk_7154985168984871115 to /10.251.110.160:,e6089ab3,10.251.90.134:50010:Got exception while serving blk_7154985168984871115 to /10.251.110.160:
104,081109,232200,3856,INFO,dfs.DataNode$PacketResponder,Received block blk_-6867873931012347356 of size 67108864 from /10.251.39.64,43651722,Received block blk_-6867873931012347356 of size 67108864 from /10.251.39.64
105,081109,232324,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_6093743385844975689 size 67108864,e23948ea,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to <*> size 67108864
106,081109,232346,3820,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8692428775973608797 src: /10.250.10.213:56574 dest: /10.250.10.213:50010,9064ec24,Receiving block blk_8692428775973608797 src: /10.250.10.213:56574 dest: /10.250.10.213:50010
107,081109,232639,3792,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-6837050820114491742 terminating,2e48a284,PacketResponder 0 for block blk_-6837050820114491742 terminating
108,081109,232828,3875,INFO,dfs.DataNode$PacketResponder,Received block blk_-5195432543794777448 of size 67108864 from /10.250.10.6,03d03d5a,Received block blk_-5195432543794777448 of size 67108864 from /10.250.10.6
109,081109,232829,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_1636660629634995787 size 67108864,1c52529f,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to <*> size 67108864
110,081109,232833,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_467589865104023338 size 67108864,aa2c4739,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to <*> size 67108864
111,081109,232923,3792,INFO,dfs.DataNode$PacketResponder,Received block blk_7929144620252342335 of size 67108864 from /10.251.31.5,742c309d,Received block blk_7929144620252342335 of size 67108864 from /10.251.31.5
112,081109,232926,3783,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1798958443298220150 src: /10.251.111.209:57419 dest: /10.251.111.209:50010,a5a24aed,Receiving block blk_-1798958443298220150 src: /10.251.111.209:57419 dest: /10.251.111.209:50010
113,081109,233108,3872,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-54240672253074715 terminating,c2e535c6,PacketResponder 0 for block blk_-54240672253074715 terminating
114,081109,233356,3917,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7172347691639518373 src: /10.251.111.37:35327 dest: /10.251.111.37:50010,fff2da0a,Receiving block blk_-7172347691639518373 src: /10.251.111.37:35327 dest: /10.251.111.37:50010
115,081109,233753,3950,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6412155847905320411 src: /10.251.30.85:58995 dest: /10.251.30.85:50010,4fd10ee6,Receiving block blk_-6412155847905320411 src: /10.251.30.85:58995 dest: /10.251.30.85:50010
116,081109,233835,4139,INFO,dfs.DataNode$DataXceiver,Receiving block blk_699651392443620263 src: /10.251.70.5:34703 dest: /10.251.70.5:50010,8734b745,Receiving block blk_699651392443620263 src: /10.251.70.5:34703 dest: /10.251.70.5:50010
117,081109,233836,4061,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8788032532930439012 src: /10.251.126.255:41104 dest: /10.251.126.255:50010,097b4dee,Receiving block blk_-8788032532930439012 src: /10.251.126.255:41104 dest: /10.251.126.255:50010
118,081109,233849,4087,INFO,dfs.DataNode$PacketResponder,Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37,20e97084,Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37
