LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
12,17/06/09,20:10:41,INFO,storage.DiskBlockManager,Created local directory at /opt/hdfs/nodemanager/usercache/curi/appcache/application_1485248649253_0147/blockmgr-70293f72-844a-4b39-9ad6-fb0ad7e364e4,9ffef012,Created local directory at /opt/hdfs/nodemanager/usercache/curi/appcache/application_1485248649253_0147/blockmgr-70293f72-844a-4b39-9ad6-fb0ad7e364e4
13,17/06/09,20:10:41,INFO,storage.MemoryStore,MemoryStore started with capacity 17.7 GB,ab59d05a,MemoryStore started with capacity 17.7 GB
14,17/06/09,20:10:42,INFO,executor.CoarseGrainedExecutorBackend,Connecting to driver: spark://CoarseGrainedScheduler@10.10.34.11:48069,06cc9899,Connecting to driver: spark://CoarseGrainedScheduler@10.10.34.11:48069
15,17/06/09,20:10:42,INFO,executor.CoarseGrainedExecutorBackend,Successfully registered with driver,5a5c5838,Successfully registered with driver
16,17/06/09,20:10:42,INFO,executor.Executor,Starting executor ID 5 on host mesos-slave-07,508e4f7f,Starting executor ID 5 on host mesos-slave-07
17,17/06/09,20:10:42,INFO,util.Utils,Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 40984.,25c58731,Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 40984.
18,17/06/09,20:10:42,INFO,netty.NettyBlockTransferService,Server created on 40984,a352752c,Server created on 40984
19,17/06/09,20:10:42,INFO,storage.BlockManagerMaster,Trying to register BlockManager,17f432d4,Trying to register BlockManager
20,17/06/09,20:10:42,INFO,storage.BlockManagerMaster,Registered BlockManager,1c507e44,Registered BlockManager
21,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 0,e8f68baf,"Got assigned task *{1,1}"
22,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1,e8f68baf,"Got assigned task *{1,1}"
23,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 2,e8f68baf,"Got assigned task *{1,1}"
24,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 3,e8f68baf,"Got assigned task *{1,1}"
25,17/06/09,20:10:45,INFO,executor.Executor,Running task 0.0 in stage 0.0 (TID 0),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
26,17/06/09,20:10:45,INFO,executor.Executor,Running task 2.0 in stage 0.0 (TID 2),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
27,17/06/09,20:10:45,INFO,executor.Executor,Running task 1.0 in stage 0.0 (TID 1),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
28,17/06/09,20:10:45,INFO,executor.Executor,Running task 3.0 in stage 0.0 (TID 3),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
29,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 4,e8f68baf,"Got assigned task *{1,1}"
30,17/06/09,20:10:45,INFO,executor.Executor,Running task 4.0 in stage 0.0 (TID 4),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
31,17/06/09,20:10:45,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 9,49558fed,Started reading broadcast variable 9
32,17/06/09,20:10:45,INFO,storage.MemoryStore,"Block broadcast_9_piece0 stored as bytes in memory (estimated size 5.2 KB, free 5.2 KB)",00b5ee7c,"Block broadcast_9_piece0 stored as bytes in memory (estimated size 5.2 KB, free 5.2 KB)"
33,17/06/09,20:10:45,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 9 took 160 ms,5a8ae99d,Reading broadcast variable 9 took 160 ms
34,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_9 stored as values in memory (estimated size 8.8 KB, free 14.0 KB)",270557a3,"Block broadcast_9 stored as values in memory (estimated size 8.8 KB, free 14.0 KB)"
35,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_1 not found, computing it",538e6dc8,"Partition rdd_2_1 not found, computing it"
36,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_3 not found, computing it",e530b862,"Partition rdd_2_3 not found, computing it"
37,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_0 not found, computing it",4ec7f2ed,"Partition rdd_2_0 not found, computing it"
38,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_2 not found, computing it",c07c0db0,"Partition rdd_2_2 not found, computing it"
39,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_4 not found, computing it",d7cbc2c8,"Partition rdd_2_4 not found, computing it"
40,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292,81d74a47,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292
41,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292,d07da5eb,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292
42,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292,45e27380,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292
43,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292,0a5fe131,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292
44,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292,4bd568d0,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292
45,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 8,58d7a122,Started reading broadcast variable 8
46,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8_piece0 stored as bytes in memory (estimated size 21.4 KB, free 35.4 KB)",e2617432,"Block broadcast_8_piece0 stored as bytes in memory (estimated size 21.4 KB, free 35.4 KB)"
47,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 8 took 19 ms,60ec4c73,Reading broadcast variable 8 took 19 ms
48,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8 stored as values in memory (estimated size 281.6 KB, free 317.0 KB)",a9b36305,"Block broadcast_8 stored as values in memory (estimated size 281.6 KB, free 317.0 KB)"
49,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id",8671f9ed,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id"
50,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id",863158e5,"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id"
51,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap",e4c5fa8f,"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap"
52,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.job.id is deprecated. Instead, use mapreduce.job.id",8ae18a42,"mapred.job.id is deprecated. Instead, use mapreduce.job.id"
53,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.partition is deprecated. Instead, use mapreduce.task.partition",6e5305e4,"mapred.task.partition is deprecated. Instead, use mapreduce.task.partition"
54,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 0,5033c0bf,Started reading broadcast variable 0
55,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_0_piece0 stored as bytes in memory (estimated size 93.0 B, free 317.1 KB)",ccc88c1d,"Block broadcast_0_piece0 stored as bytes in memory (estimated size 93.0 B, free 317.1 KB)"
56,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 0 took 21 ms,cecabe4b,Reading broadcast variable 0 took 21 ms
57,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_0 stored as values in memory (estimated size 384.0 B, free 317.5 KB)",c60e5eb7,"Block broadcast_0 stored as values in memory (estimated size 384.0 B, free 317.5 KB)"
58,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 4,5108701f,Started reading broadcast variable 4
59,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4_piece0 stored as bytes in memory (estimated size 95.0 B, free 317.6 KB)",d694dc1a,"Block broadcast_4_piece0 stored as bytes in memory (estimated size 95.0 B, free 317.6 KB)"
60,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 4 took 18 ms,03f0c20e,Reading broadcast variable 4 took 18 ms
61,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4 stored as values in memory (estimated size 384.0 B, free 318.0 KB)",966ee384,"Block broadcast_4 stored as values in memory (estimated size 384.0 B, free 318.0 KB)"
62,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 3,94607000,Started reading broadcast variable 3
63,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3_piece0 stored as bytes in memory (estimated size 152.0 B, free 318.1 KB)",e3ccfb5d,"Block broadcast_3_piece0 stored as bytes in memory (estimated size 152.0 B, free 318.1 KB)"
64,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 3 took 17 ms,7b2cb0eb,Reading broadcast variable 3 took 17 ms
65,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3 stored as values in memory (estimated size 384.0 B, free 318.5 KB)",512c5493,"Block broadcast_3 stored as values in memory (estimated size 384.0 B, free 318.5 KB)"
66,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 1,00fb216c,Started reading broadcast variable 1
67,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1_piece0 stored as bytes in memory (estimated size 107.0 B, free 318.6 KB)",e089876d,"Block broadcast_1_piece0 stored as bytes in memory (estimated size 107.0 B, free 318.6 KB)"
68,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 1 took 16 ms,99600dbc,Reading broadcast variable 1 took 16 ms
69,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1 stored as values in memory (estimated size 384.0 B, free 319.0 KB)",2c7da2ef,"Block broadcast_1 stored as values in memory (estimated size 384.0 B, free 319.0 KB)"
70,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 2,b7ef7c9f,Started reading broadcast variable 2
71,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2_piece0 stored as bytes in memory (estimated size 93.0 B, free 319.0 KB)",5949e1fa,"Block broadcast_2_piece0 stored as bytes in memory (estimated size 93.0 B, free 319.0 KB)"
72,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 2 took 16 ms,68acfe64,Reading broadcast variable 2 took 16 ms
73,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2 stored as values in memory (estimated size 384.0 B, free 319.4 KB)",255606a9,"Block broadcast_2 stored as values in memory (estimated size 384.0 B, free 319.4 KB)"
74,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1072, boot = 856, init = 210, finish = 6",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
75,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1114, boot = 885, init = 223, finish = 6",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
76,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1074, boot = 869, init = 199, finish = 6",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
77,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1078, boot = 851, init = 219, finish = 8",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
78,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1077, boot = 865, init = 206, finish = 6",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
79,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_2 stored as bytes in memory (estimated size 850.0 B, free 320.3 KB)",41cd3672,"Block rdd_2_2 stored as bytes in memory (estimated size 850.0 B, free 320.3 KB)"
80,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_3 stored as bytes in memory (estimated size 930.0 B, free 321.2 KB)",4c27aff8,"Block rdd_2_3 stored as bytes in memory (estimated size 930.0 B, free 321.2 KB)"
81,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_1 stored as bytes in memory (estimated size 935.0 B, free 322.1 KB)",4e73a5eb,"Block rdd_2_1 stored as bytes in memory (estimated size 935.0 B, free 322.1 KB)"
82,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_0 stored as bytes in memory (estimated size 913.0 B, free 323.0 KB)",6cbe3e8b,"Block rdd_2_0 stored as bytes in memory (estimated size 913.0 B, free 323.0 KB)"
83,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_4 stored as bytes in memory (estimated size 890.0 B, free 323.8 KB)",ef6411a3,"Block rdd_2_4 stored as bytes in memory (estimated size 890.0 B, free 323.8 KB)"
84,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 38, boot = 11, init = 27, finish = 0",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
85,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 12, init = 30, finish = 0",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
86,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 41, boot = 15, init = 26, finish = 0",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
87,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 40, boot = 7, init = 33, finish = 0",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
88,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 13, init = 28, finish = 1",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
89,17/06/09,20:10:48,INFO,executor.Executor,Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
90,17/06/09,20:10:48,INFO,executor.Executor,Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
91,17/06/09,20:10:48,INFO,executor.Executor,Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
92,17/06/09,20:10:48,INFO,executor.Executor,Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
93,17/06/09,20:10:48,INFO,executor.Executor,Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
94,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 42,e8f68baf,"Got assigned task *{1,1}"
95,17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 1.0 (TID 42),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
96,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 56,e8f68baf,"Got assigned task *{1,1}"
97,17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 1.0 (TID 56),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
98,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 69,e8f68baf,"Got assigned task *{1,1}"
99,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 10,8af56261,Started reading broadcast variable 10
100,17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 1.0 (TID 69),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
101,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 78,e8f68baf,"Got assigned task *{1,1}"
102,17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 1.0 (TID 78),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
103,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 79,e8f68baf,"Got assigned task *{1,1}"
104,17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 1.0 (TID 79),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
105,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10_piece0 stored as bytes in memory (estimated size 5.8 KB, free 329.6 KB)",ccfc02b0,"Block broadcast_10_piece0 stored as bytes in memory (estimated size 5.8 KB, free 329.6 KB)"
106,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 10 took 17 ms,092265f5,Reading broadcast variable 10 took 17 ms
107,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10 stored as values in memory (estimated size 9.6 KB, free 339.2 KB)",f8ecb699,"Block broadcast_10 stored as values in memory (estimated size 9.6 KB, free 339.2 KB)"
108,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,c92496d3,"Found block *{1,1} locally"
109,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,c92496d3,"Found block *{1,1} locally"
110,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,c92496d3,"Found block *{1,1} locally"
111,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,c92496d3,"Found block *{1,1} locally"
112,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,c92496d3,"Found block *{1,1} locally"
113,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4131, init = 4172, finish = 1",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
114,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 41, boot = -4122, init = 4162, finish = 1",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
115,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4121, init = 4162, finish = 1",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
116,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4138, init = 4179, finish = 1",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
117,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4134, init = 4175, finish = 1",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
118,17/06/09,20:10:52,INFO,executor.Executor,Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
119,17/06/09,20:10:52,INFO,executor.Executor,Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
120,17/06/09,20:10:52,INFO,executor.Executor,Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
121,17/06/09,20:10:52,INFO,executor.Executor,Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
122,17/06/09,20:10:52,INFO,executor.Executor,Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
123,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 87,e8f68baf,"Got assigned task *{1,1}"
124,17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 2.0 (TID 87),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
125,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 101,e8f68baf,"Got assigned task *{1,1}"
126,17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 2.0 (TID 101),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
127,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 112,e8f68baf,"Got assigned task *{1,1}"
128,17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 2.0 (TID 112),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
129,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 118,e8f68baf,"Got assigned task *{1,1}"
130,17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 2.0 (TID 118),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
131,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 11,455de5a9,Started reading broadcast variable 11
132,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 119,e8f68baf,"Got assigned task *{1,1}"
133,17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 2.0 (TID 119),d86a6004,"Running task *{1,1} in stage *{1,1} (TID *{1,1}"
134,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11_piece0 stored as bytes in memory (estimated size 5.4 KB, free 344.7 KB)",a140cfb6,"Block broadcast_11_piece0 stored as bytes in memory (estimated size 5.4 KB, free 344.7 KB)"
135,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 11 took 15 ms,c4b8d16a,Reading broadcast variable 11 took 15 ms
136,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11 stored as values in memory (estimated size 9.2 KB, free 353.9 KB)",b57e4bbe,"Block broadcast_11 stored as values in memory (estimated size 9.2 KB, free 353.9 KB)"
137,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,c92496d3,"Found block *{1,1} locally"
138,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,c92496d3,"Found block *{1,1} locally"
139,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,c92496d3,"Found block *{1,1} locally"
140,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,c92496d3,"Found block *{1,1} locally"
141,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,c92496d3,"Found block *{1,1} locally"
142,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -147, init = 186, finish = 0",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
143,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -147, init = 186, finish = 0",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
144,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 41, boot = -139, init = 179, finish = 1",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
145,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 38, boot = -156, init = 194, finish = 0",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
146,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -159, init = 198, finish = 0",6bec2839,"Times: total = *{1,1} boot = *{1,1} init = *{1,1} finish = *{1,1}"
147,17/06/09,20:10:52,INFO,executor.Executor,Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
148,17/06/09,20:10:52,INFO,executor.Executor,Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
149,17/06/09,20:10:52,INFO,executor.Executor,Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
150,17/06/09,20:10:52,INFO,executor.Executor,Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
151,17/06/09,20:10:52,INFO,executor.Executor,Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver,488f6cf3,"Finished task *{1,1} in stage *{1,1} (TID *{2,2} bytes result sent to driver"
152,17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 122,e8f68baf,"Got assigned task *{1,1}"
