LineId,Time,Component,Pid,Content,EventId,EventTemplate
29,20171223-22:15:30:858,Step_LSC,30002312,onExtend:1514038531000 2 0 4,4ea7a0bf,* * 0 *
30,20171223-22:15:31:142,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7009##548365##8661##12551##27174951,03233f8e,getTodayTotalDetailSteps = *
31,20171223-22:15:31:143,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7011##548365##8661##12646##27175461,3389dae3,*
32,20171223-22:15:31:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126861,42d1fa40,* *
33,20171223-22:15:31:160,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
34,20171223-22:15:31:160,Step_StandReportReceiver,30002312,REPORT : 7011 5005 150175 240,e925e47d,REPORT : * * * *
35,20171223-22:15:31:841,Step_LSC,30002312,onStandStepChanged 3584,6ae1e559,onStandStepChanged *
36,20171223-22:15:31:862,Step_LSC,30002312,onExtend:1514038532000 1 0 4,4ea7a0bf,* * 0 *
37,20171223-22:15:32:145,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7011##548365##8661##12646##27175461,03233f8e,getTodayTotalDetailSteps = *
38,20171223-22:15:32:147,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7012##548365##8661##12741##27176464,3389dae3,*
39,20171223-22:15:32:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126882,42d1fa40,* *
40,20171223-22:15:32:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
41,20171223-22:15:32:163,Step_StandReportReceiver,30002312,REPORT : 7012 5006 150197 240,e925e47d,REPORT : * * * *
42,20171223-22:15:32:340,Step_LSC,30002312,onStandStepChanged 3585,6ae1e559,onStandStepChanged *
43,20171223-22:15:32:354,Step_LSC,30002312,onExtend:1514038533000 1 0 4,4ea7a0bf,* * 0 *
44,20171223-22:15:32:647,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7012##548365##8661##12741##27176464,03233f8e,getTodayTotalDetailSteps = *
45,20171223-22:15:32:648,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7013##548365##8661##12836##27176966,3389dae3,*
46,20171223-22:15:32:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126904,42d1fa40,* *
47,20171223-22:15:32:658,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
48,20171223-22:15:32:659,Step_StandReportReceiver,30002312,REPORT : 7013 5007 150218 240,e925e47d,REPORT : * * * *
49,20171223-22:15:32:840,Step_LSC,30002312,onStandStepChanged 3586,6ae1e559,onStandStepChanged *
50,20171223-22:15:32:846,Step_LSC,30002312,onExtend:1514038533000 1 0 4,4ea7a0bf,* * 0 *
51,20171223-22:15:33:144,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7013##548365##8661##12836##27176966,03233f8e,getTodayTotalDetailSteps = *
52,20171223-22:15:33:144,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7014##548365##8661##12931##27177463,3389dae3,*
53,20171223-22:15:33:148,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126925,42d1fa40,* *
54,20171223-22:15:33:149,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
55,20171223-22:15:33:149,Step_StandReportReceiver,30002312,REPORT : 7014 5007 150239 240,e925e47d,REPORT : * * * *
56,20171223-22:15:33:341,Step_LSC,30002312,onStandStepChanged 3587,6ae1e559,onStandStepChanged *
57,20171223-22:15:33:370,Step_LSC,30002312,onExtend:1514038534000 1 0 4,4ea7a0bf,* * 0 *
58,20171223-22:15:33:643,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7014##548365##8661##12931##27177463,03233f8e,getTodayTotalDetailSteps = *
59,20171223-22:15:33:644,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7015##548365##8661##13026##27177962,3389dae3,*
60,20171223-22:15:33:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126947,42d1fa40,* *
61,20171223-22:15:33:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
62,20171223-22:15:33:663,Step_StandReportReceiver,30002312,REPORT : 7015 5008 150261 240,e925e47d,REPORT : * * * *
63,20171223-22:15:34:711,Step_LSC,30002312,onStandStepChanged 3588,6ae1e559,onStandStepChanged *
64,20171223-22:15:34:723,Step_LSC,30002312,onExtend:1514038535000 1 0 4,4ea7a0bf,* * 0 *
65,20171223-22:15:34:723,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,b891c816,onReceive action: android.intent.action.SCREEN_OFF
66,20171223-22:15:34:848,Step_LSC,30002312,onStandStepChanged 3589,6ae1e559,onStandStepChanged *
67,20171223-22:15:34:851,Step_LSC,30002312,onExtend:1514038535000 1 0 4,4ea7a0bf,* * 0 *
68,20171223-22:15:35:11,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7015##548365##8661##13026##27177962,03233f8e,getTodayTotalDetailSteps = *
69,20171223-22:15:35:12,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13121##27179330,3389dae3,*
70,20171223-22:15:35:20,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126989,42d1fa40,* *
71,20171223-22:15:35:22,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
72,20171223-22:15:35:23,Step_ScreenUtil,30002312,isScreenOn true,42d1fa40,* *
73,20171223-22:15:35:23,Step_StandReportReceiver,30002312,"screen status unknown,think screen on",ffb006b5,"screen status unknown,think screen on"
74,20171223-22:15:35:23,Step_StandReportReceiver,30002312,REPORT : 7017 5010 150304 240,e925e47d,REPORT : * * * *
75,20171223-22:15:35:96,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,b080c338,onReceive action: android.intent.action.SCREEN_ON
76,20171223-22:15:35:97,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,10b38f96,processHandleBroadcastAction *
77,20171223-22:15:35:97,Step_StandStepCounter,30002312,flush sensor data,b8f897f8,flush sensor data
78,20171223-22:15:35:98,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13121##27179330,03233f8e,getTodayTotalDetailSteps = *
79,20171223-22:15:35:98,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13216##27179417,3389dae3,*
80,20171223-22:15:35:98,Step_LSC,30002312,onStandStepChanged 3589,6ae1e559,onStandStepChanged *
81,20171223-22:15:35:104,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126989,42d1fa40,* *
82,20171223-22:15:35:112,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
83,20171223-22:15:35:112,Step_StandReportReceiver,30002312,REPORT : 7017 5010 150304 240,e925e47d,REPORT : * * * *
84,20171223-22:15:35:198,Step_LSC,30002312,onStandStepChanged 3589,6ae1e559,onStandStepChanged *
85,20171223-22:15:35:201,Step_LSC,30002312,onExtend:1514038536000 0 0 4,4ea7a0bf,* * 0 *
86,20171223-22:15:35:348,Step_LSC,30002312,onStandStepChanged 3590,6ae1e559,onStandStepChanged *
87,20171223-22:15:35:352,Step_LSC,30002312,onExtend:1514038536000 1 0 4,4ea7a0bf,* * 0 *
88,20171223-22:15:35:413,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13216##27179417,03233f8e,getTodayTotalDetailSteps = *
89,20171223-22:15:35:413,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7018##548365##8661##13311##27179732,3389dae3,*
90,20171223-22:15:35:418,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127011,42d1fa40,* *
91,20171223-22:15:35:421,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
92,20171223-22:15:35:421,Step_StandReportReceiver,30002312,REPORT : 7018 5010 150325 240,e925e47d,REPORT : * * * *
93,20171223-22:15:35:848,Step_LSC,30002312,onStandStepChanged 3591,6ae1e559,onStandStepChanged *
94,20171223-22:15:35:852,Step_LSC,30002312,onExtend:1514038536000 1 0 4,4ea7a0bf,* * 0 *
95,20171223-22:15:36:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7018##548365##8661##13311##27179732,03233f8e,getTodayTotalDetailSteps = *
96,20171223-22:15:36:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7019##548365##8661##13406##27180468,3389dae3,*
97,20171223-22:15:36:154,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127032,42d1fa40,* *
98,20171223-22:15:36:157,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
99,20171223-22:15:36:157,Step_StandReportReceiver,30002312,REPORT : 7019 5011 150346 240,e925e47d,REPORT : * * * *
100,20171223-22:15:36:356,Step_LSC,30002312,onStandStepChanged 3592,6ae1e559,onStandStepChanged *
101,20171223-22:15:36:365,Step_LSC,30002312,onExtend:1514038537000 1 0 4,4ea7a0bf,* * 0 *
102,20171223-22:15:36:657,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7019##548365##8661##13406##27180468,03233f8e,getTodayTotalDetailSteps = *
103,20171223-22:15:36:657,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7020##548365##8661##13501##27180976,3389dae3,*
104,20171223-22:15:36:668,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127054,42d1fa40,* *
105,20171223-22:15:36:672,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
106,20171223-22:15:36:673,Step_StandReportReceiver,30002312,REPORT : 7020 5012 150368 240,e925e47d,REPORT : * * * *
107,20171223-22:15:37:351,Step_LSC,30002312,onStandStepChanged 3593,6ae1e559,onStandStepChanged *
108,20171223-22:15:37:361,Step_LSC,30002312,onExtend:1514038538000 1 0 4,4ea7a0bf,* * 0 *
109,20171223-22:15:37:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7020##548365##8661##13501##27180976,03233f8e,getTodayTotalDetailSteps = *
110,20171223-22:15:37:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7021##548365##8661##13596##27181971,3389dae3,*
111,20171223-22:15:37:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127075,42d1fa40,* *
112,20171223-22:15:37:670,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
113,20171223-22:15:37:671,Step_StandReportReceiver,30002312,REPORT : 7021 5012 150389 240,e925e47d,REPORT : * * * *
114,20171223-22:15:37:848,Step_LSC,30002312,onStandStepChanged 3594,6ae1e559,onStandStepChanged *
115,20171223-22:15:37:858,Step_LSC,30002312,onExtend:1514038538000 1 0 4,4ea7a0bf,* * 0 *
116,20171223-22:15:38:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7021##548365##8661##13596##27181971,03233f8e,getTodayTotalDetailSteps = *
117,20171223-22:15:38:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468,3389dae3,*
118,20171223-22:15:38:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127097,42d1fa40,* *
119,20171223-22:15:38:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
120,20171223-22:15:38:164,Step_StandReportReceiver,30002312,REPORT : 7022 5013 150411 240,e925e47d,REPORT : * * * *
121,20171223-22:15:38:349,Step_LSC,30002312,onStandStepChanged 3595,6ae1e559,onStandStepChanged *
122,20171223-22:15:38:361,Step_LSC,30002312,onExtend:1514038539000 1 0 4,4ea7a0bf,* * 0 *
123,20171223-22:15:38:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7022##548365##8661##13691##27182468,03233f8e,getTodayTotalDetailSteps = *
124,20171223-22:15:38:654,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973,3389dae3,*
125,20171223-22:15:38:665,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127118,42d1fa40,* *
126,20171223-22:15:38:669,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
127,20171223-22:15:38:669,Step_StandReportReceiver,30002312,REPORT : 7023 5014 150432 240,e925e47d,REPORT : * * * *
128,20171223-22:15:38:850,Step_LSC,30002312,onStandStepChanged 3596,6ae1e559,onStandStepChanged *
129,20171223-22:15:38:868,Step_LSC,30002312,onExtend:1514038539000 1 0 4,4ea7a0bf,* * 0 *
130,20171223-22:15:39:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7023##548365##8661##13786##27182973,03233f8e,getTodayTotalDetailSteps = *
131,20171223-22:15:39:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469,3389dae3,*
132,20171223-22:15:39:155,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127139,42d1fa40,* *
133,20171223-22:15:39:156,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
134,20171223-22:15:39:156,Step_StandReportReceiver,30002312,REPORT : 7024 5015 150454 240,e925e47d,REPORT : * * * *
135,20171223-22:15:39:348,Step_LSC,30002312,onStandStepChanged 3597,6ae1e559,onStandStepChanged *
136,20171223-22:15:39:354,Step_LSC,30002312,onExtend:1514038540000 1 0 4,4ea7a0bf,* * 0 *
137,20171223-22:15:39:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7024##548365##8661##13881##27183469,03233f8e,getTodayTotalDetailSteps = *
138,20171223-22:15:39:656,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974,3389dae3,*
139,20171223-22:15:39:665,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127161,42d1fa40,* *
140,20171223-22:15:39:669,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
141,20171223-22:15:39:669,Step_StandReportReceiver,30002312,REPORT : 7025 5015 150475 240,e925e47d,REPORT : * * * *
142,20171223-22:15:40:349,Step_LSC,30002312,onStandStepChanged 3598,6ae1e559,onStandStepChanged *
143,20171223-22:15:40:365,Step_LSC,30002312,onExtend:1514038541000 1 0 4,4ea7a0bf,* * 0 *
144,20171223-22:15:40:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7025##548365##8661##13976##27183974,03233f8e,getTodayTotalDetailSteps = *
145,20171223-22:15:40:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972,3389dae3,*
146,20171223-22:15:40:668,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127182,42d1fa40,* *
147,20171223-22:15:40:675,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
148,20171223-22:15:40:676,Step_StandReportReceiver,30002312,REPORT : 7026 5016 150496 240,e925e47d,REPORT : * * * *
149,20171223-22:15:40:848,Step_LSC,30002312,onStandStepChanged 3599,6ae1e559,onStandStepChanged *
150,20171223-22:15:40:852,Step_LSC,30002312,onExtend:1514038541000 1 0 4,4ea7a0bf,* * 0 *
151,20171223-22:15:41:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7026##548365##8661##14071##27184972,03233f8e,getTodayTotalDetailSteps = *
152,20171223-22:15:41:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467,3389dae3,*
153,20171223-22:15:41:152,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127204,42d1fa40,* *
154,20171223-22:15:41:153,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
155,20171223-22:15:41:153,Step_StandReportReceiver,30002312,REPORT : 7027 5017 150518 240,e925e47d,REPORT : * * * *
156,20171223-22:15:41:353,Step_LSC,30002312,onStandStepChanged 3600,6ae1e559,onStandStepChanged *
157,20171223-22:15:41:358,Step_LSC,30002312,onExtend:1514038542000 1 0 4,4ea7a0bf,* * 0 *
158,20171223-22:15:41:658,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7027##548365##8661##14166##27185467,03233f8e,getTodayTotalDetailSteps = *
159,20171223-22:15:41:658,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7028##548365##8661##14261##27185977,3389dae3,*
160,20171223-22:15:41:667,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127225,42d1fa40,* *
161,20171223-22:15:41:670,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
162,20171223-22:15:41:672,Step_StandReportReceiver,30002312,REPORT : 7028 5017 150539 240,e925e47d,REPORT : * * * *
163,20171223-22:15:41:848,Step_LSC,30002312,onStandStepChanged 3601,6ae1e559,onStandStepChanged *
164,20171223-22:15:41:856,Step_LSC,30002312,onExtend:1514038542000 1 0 4,4ea7a0bf,* * 0 *
165,20171223-22:15:42:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7028##548365##8661##14261##27185977,03233f8e,getTodayTotalDetailSteps = *
166,20171223-22:15:42:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7029##548365##8661##14356##27186469,3389dae3,*
167,20171223-22:15:42:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127246,42d1fa40,* *
168,20171223-22:15:42:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
169,20171223-22:15:42:165,Step_StandReportReceiver,30002312,REPORT : 7029 5018 150561 240,e925e47d,REPORT : * * * *
170,20171223-22:15:42:848,Step_LSC,30002312,onStandStepChanged 3602,6ae1e559,onStandStepChanged *
171,20171223-22:15:42:852,Step_LSC,30002312,onExtend:1514038543000 1 0 4,4ea7a0bf,* * 0 *
172,20171223-22:15:43:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7029##548365##8661##14356##27186469,03233f8e,getTodayTotalDetailSteps = *
173,20171223-22:15:43:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7030##548365##8661##14451##27187468,3389dae3,*
174,20171223-22:15:43:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127268,42d1fa40,* *
175,20171223-22:15:43:163,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
176,20171223-22:15:43:164,Step_StandReportReceiver,30002312,REPORT : 7030 5019 150582 240,e925e47d,REPORT : * * * *
177,20171223-22:15:43:348,Step_LSC,30002312,onStandStepChanged 3603,6ae1e559,onStandStepChanged *
178,20171223-22:15:43:354,Step_LSC,30002312,onExtend:1514038544000 1 0 4,4ea7a0bf,* * 0 *
179,20171223-22:15:43:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7030##548365##8661##14451##27187468,03233f8e,getTodayTotalDetailSteps = *
180,20171223-22:15:43:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7031##548365##8661##14546##27187968,3389dae3,*
181,20171223-22:15:43:677,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127289,42d1fa40,* *
182,20171223-22:15:43:679,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
183,20171223-22:15:43:679,Step_StandReportReceiver,30002312,REPORT : 7031 5020 150604 240,e925e47d,REPORT : * * * *
184,20171223-22:15:43:850,Step_LSC,30002312,onStandStepChanged 3604,6ae1e559,onStandStepChanged *
185,20171223-22:15:43:861,Step_LSC,30002312,onExtend:1514038544000 1 0 4,4ea7a0bf,* * 0 *
186,20171223-22:15:44:152,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7031##548365##8661##14546##27187968,03233f8e,getTodayTotalDetailSteps = *
187,20171223-22:15:44:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7032##548365##8661##14641##27188471,3389dae3,*
188,20171223-22:15:44:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127311,42d1fa40,* *
189,20171223-22:15:44:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
190,20171223-22:15:44:170,Step_StandReportReceiver,30002312,REPORT : 7032 5020 150625 240,e925e47d,REPORT : * * * *
191,20171223-22:15:44:849,Step_LSC,30002312,onStandStepChanged 3605,6ae1e559,onStandStepChanged *
192,20171223-22:15:44:863,Step_LSC,30002312,onExtend:1514038545000 1 0 4,4ea7a0bf,* * 0 *
193,20171223-22:15:45:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7032##548365##8661##14641##27188471,03233f8e,getTodayTotalDetailSteps = *
194,20171223-22:15:45:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7033##548365##8661##14736##27189469,3389dae3,*
195,20171223-22:15:45:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127332,42d1fa40,* *
196,20171223-22:15:45:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
197,20171223-22:15:45:164,Step_StandReportReceiver,30002312,REPORT : 7033 5021 150646 240,e925e47d,REPORT : * * * *
198,20171223-22:15:45:348,Step_LSC,30002312,onStandStepChanged 3606,6ae1e559,onStandStepChanged *
199,20171223-22:15:45:361,Step_LSC,30002312,onExtend:1514038546000 1 0 4,4ea7a0bf,* * 0 *
200,20171223-22:15:45:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7033##548365##8661##14736##27189469,03233f8e,getTodayTotalDetailSteps = *
201,20171223-22:15:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7034##548365##8661##14831##27189969,3389dae3,*
202,20171223-22:15:45:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127354,42d1fa40,* *
203,20171223-22:15:45:658,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
204,20171223-22:15:45:659,Step_StandReportReceiver,30002312,REPORT : 7034 5022 150668 240,e925e47d,REPORT : * * * *
205,20171223-22:15:45:848,Step_LSC,30002312,onStandStepChanged 3607,6ae1e559,onStandStepChanged *
206,20171223-22:15:45:851,Step_LSC,30002312,onExtend:1514038546000 1 0 4,4ea7a0bf,* * 0 *
207,20171223-22:15:46:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7034##548365##8661##14831##27189969,03233f8e,getTodayTotalDetailSteps = *
208,20171223-22:15:46:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7035##548365##8661##14926##27190469,3389dae3,*
209,20171223-22:15:46:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127375,42d1fa40,* *
210,20171223-22:15:46:160,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,42d1fa40,* *
211,20171223-22:15:46:164,Step_StandReportReceiver,30002312,REPORT : 7035 5022 150689 240,e925e47d,REPORT : * * * *
212,20171223-22:15:46:349,Step_LSC,30002312,onStandStepChanged 3608,6ae1e559,onStandStepChanged *
213,20171223-22:15:46:355,Step_LSC,30002312,onExtend:1514038547000 1 0 4,4ea7a0bf,* * 0 *
214,20171223-22:15:46:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7035##548365##8661##14926##27190469,03233f8e,getTodayTotalDetailSteps = *
215,20171223-22:15:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7036##548365##8661##15021##27190970,3389dae3,*
216,20171223-22:15:46:674,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127396,42d1fa40,* *
